PartitionKey,RowKey,test_type,test_type@type,protocol,protocol@type,latency_total,latency_total@type,latency_mean,latency_mean@type,latency_max,latency_max@type,latency_min,latency_min@type,throughput,throughput@type,success,success@type,server,server@type
10.2.0.85,01 24 2022 09 25 00,vegeta,String,http,String,1661749.839,Double,138.479153,Double,5427.3287,Double,49.724198,Double,49.98817067,String,1,String,10.1.0.25,String
10.2.0.86,01 24 2022 09 25 00,vegeta,String,http,String,2214686.749,Double,184.557229,Double,2712.405548,Double,50.5172,Double,49.95856751,String,1,String,10.1.0.53,String
10.2.0.87,01 24 2022 09 25 00,vegeta,String,http,String,1902772.009,Double,158.564334,Double,8096.7735,Double,50.430639,Double,49.9776106,String,1,String,10.1.0.134,String
10.2.0.88,01 24 2022 09 25 00,vegeta,String,http,String,1643003.268,Double,136.916939,Double,11583.47104,Double,49.967275,Double,49.98690089,String,1,String,10.1.0.21,String
10.2.0.89,01 24 2022 09 25 00,vegeta,String,http,String,1500590.955,Double,125.049246,Double,4789.3954,Double,49.600695,Double,49.86864387,String,1,String,10.1.0.24,String
10.2.0.9,01 24 2022 09 25 00,vegeta,String,http,String,1452389.866,Double,121.032488,Double,3728.8017,Double,49.540265,Double,49.97888592,String,1,String,10.1.0.74,String
10.2.0.90,01 24 2022 09 25 00,vegeta,String,http,String,1822836.108,Double,151.903008,Double,3847.985406,Double,51.507912,Double,49.8969474,String,1,String,10.1.0.64,String
10.2.0.91,01 24 2022 09 25 00,vegeta,String,http,String,2741760.081,Double,228.480006,Double,12699.69533,Double,55.1685,Double,49.82748273,String,1,String,10.1.0.104,String
10.2.0.92,01 24 2022 09 25 00,vegeta,String,http,String,2247226.905,Double,187.268908,Double,4866.2415,Double,51.0948,Double,49.9031179,String,1,String,10.1.0.79,String
10.2.0.93,01 24 2022 09 25 00,vegeta,String,http,String,1718376.581,Double,143.198048,Double,8047.916647,Double,49.57497,Double,49.87130259,String,1,String,10.1.0.122,String
10.2.0.94,01 24 2022 09 25 00,vegeta,String,http,String,1844596.309,Double,153.716359,Double,4261.9191,Double,49.5554,Double,49.97744575,String,1,String,10.1.0.92,String
10.2.0.95,01 24 2022 09 25 00,vegeta,String,http,String,1910163.247,Double,159.18027,Double,9067.802907,Double,50.266391,Double,49.82167073,String,1,String,10.1.0.10,String
10.2.0.96,01 24 2022 09 25 00,vegeta,String,http,String,1852119.923,Double,154.343326,Double,10845.69276,Double,49.497,Double,49.98640431,String,1,String,10.1.0.22,String
10.2.0.97,01 24 2022 09 25 00,vegeta,String,http,String,1599739.128,Double,133.311594,Double,13925.61619,Double,49.585037,Double,49.86845686,String,1,String,10.1.0.49,String
10.2.0.98,01 24 2022 09 25 00,vegeta,String,http,String,1844790.269,Double,153.732522,Double,7550.1134,Double,48.831267,Double,49.87788909,String,1,String,10.1.0.84,String
10.2.0.99,01 24 2022 09 25 00,vegeta,String,http,String,1865902.289,Double,155.491857,Double,6968.526777,Double,50.9272,Double,49.83633075,String,1,String,10.1.0.39,String
